dataset,publication,publishedDate,source,affiliation,subjects,openAlexTopics,openAlexSubfields,openAlexFields,openAlexDomains
https://doi.org/10.6084/m9.figshare.15170949,https://doi.org/10.1080/14767058.2021.1960974,2021-08-15T00:00:00Z,datacite,Fudan University,NA,Congenital Heart Disease Studies; Pregnancy and preeclampsia studies; Congenital Diaphragmatic Hernia Studies,Epidemiology; Obstetrics and Gynecology; Surgery,Medicine,Health Sciences
https://doi.org/10.6084/m9.figshare.16912033,https://doi.org/10.1080/15548627.2021.1987672,2021-10-31T00:00:00Z,datacite,Fudan University,NA,"Autophagy in Disease and Therapy; Cancer, Hypoxia, and Metabolism; Cancer Research and Treatments",Epidemiology; Cancer Research; Biotechnology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.16806681,https://doi.org/10.1080/10408398.2021.1982861,2021-09-29T00:00:00Z,datacite,Fudan University,sociology,Iron Metabolism and Disorders; Nutrition and Health in Aging; Hemoglobinopathies and Related Disorders,Hematology; Physiology; Genetics,Medicine,Health Sciences
GSE49710,https://doi.org/10.21037/tp-23-119,2023-03-01T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,"Neuroblastoma Research and Treatments; Cancer, Hypoxia, and Metabolism; Lung Cancer Research Studies",Neurology; Cancer Research; Oncology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.14281/18241.1,https://doi.org/10.1016/j.jad.2022.05.032,2022-08-01T00:00:00Z,eupmc,University of Michigan,sociology; political science,COVID-19 and Mental Health; Resilience and Mental Health; Psychological Well-being and Life Satisfaction,Clinical Psychology; Social Psychology,Psychology,Social Sciences
https://doi.org/10.6084/m9.figshare.22600958,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,University of Michigan,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.22600958,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,University of Oxford,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.22600958,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,Fudan University,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.19698490.v1,https://doi.org/10.1080/00206814.2022.2065545,2022-05-03T00:00:00Z,datacite,Fudan University,NA,Geological and Geochemical Analysis; Geochemistry and Geologic Mapping; earthquake and tectonic studies,Geophysics; Artificial Intelligence,Earth and Planetary Sciences; Computer Science,Physical Sciences
GSE178554,https://doi.org/10.1016/j.stemcr.2021.10.002,2021-11-01T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Epigenetics and DNA Methylation; Pluripotent Stem Cells Research; CRISPR and Genetic Engineering,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5281/zenodo.3757476,https://doi.org/10.3390/app12104825,2022-05-10T00:00:00Z,datacite,Fudan University,NA,COVID-19 diagnosis using AI; Radiomics and Machine Learning in Medical Imaging; AI in cancer detection,"Radiology, Nuclear Medicine and Imaging; Artificial Intelligence",Medicine; Computer Science,Health Sciences; Physical Sciences
https://doi.org/10.5281/zenodo.4121322,https://doi.org/10.1016/j.patter.2020.100178,2021-01-01T00:00:00Z,eupmc,University of Oxford,NA,"Genetics, Bioinformatics, and Biomedical Research; Gene expression and cancer classification; Machine Learning and Data Classification",Molecular Biology; Artificial Intelligence,"Biochemistry, Genetics and Molecular Biology; Computer Science",Life Sciences; Physical Sciences
https://doi.org/10.3886/icpsr06668,https://doi.org/10.1111/cdev.12182,2013-11-06T00:00:00Z,datacite,University of Michigan,NA,Youth Development and Social Support; Early Childhood Education and Development; Youth Education and Societal Dynamics,Safety Research; Education; Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.6084/m9.figshare.12981360,https://doi.org/10.1080/22221751.2020.1818633,2020-09-20T00:00:00Z,datacite,Fudan University,NA,interferon and immune responses; HIV Research and Treatment; Immune Cell Function and Interaction,Immunology; Virology,Immunology and Microbiology,Life Sciences
GSE62564,https://doi.org/10.1158/2767-9764.CRC-21-0134,2022-07-05T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Neuroblastoma Research and Treatments; Lung Cancer Research Studies; Cancer therapeutics and mechanisms,Neurology; Oncology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE112520,https://doi.org/10.1093/nar/gkab291,2021-07-21T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Epigenetics and DNA Methylation; RNA modifications and cancer; Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.1111/padr.12183,https://doi.org/10.3886/icpsr36532.v2,2018-08-08T00:00:00Z,datacite,University of Michigan,NA,NA,NA,NA,NA
GSE35988,https://doi.org/10.1111/cas.14991,2021-07-08T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Prostate Cancer Treatment and Research; Epigenetics and DNA Methylation; Amino Acid Enzymes and Metabolism,Pulmonary and Respiratory Medicine; Molecular Biology; Biochemistry,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE72426,https://doi.org/10.1038/s41598-021-94805-1,2021-07-29T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Genomics and Chromatin Dynamics; CRISPR and Genetic Engineering; Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.f53j0dk,https://doi.org/10.3389/fpls.2021.626405,2021-02-12T00:00:00Z,eupmc,University of Michigan,NA,Genetic diversity and population structure; Plant and animal studies; Ecology and Vegetation Dynamics Studies,"Genetics; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation","Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Environmental Science",Life Sciences; Physical Sciences
https://doi.org/10.5281/zenodo.160344,https://doi.org/10.12688/wellcomeopenres.9892.2,2017-04-24T00:00:00Z,datacite,University of Oxford,NA,Circadian rhythm and melatonin; Sleep and Wakefulness Research; Sleep and related disorders,Endocrine and Autonomic Systems; Cognitive Neuroscience; Experimental and Cognitive Psychology,Neuroscience; Psychology,Life Sciences; Social Sciences
GSE42861,https://doi.org/10.1186/s12859-015-0641-x,2015-07-10T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Epigenetics and DNA Methylation; Genetic Syndromes and Imprinting; Genetic Associations and Epidemiology,Molecular Biology; Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.7910/dvn/oehbyh,https://doi.org/10.1017/s0003055424000182,2024-04-15T00:00:00Z,datacite,University of Michigan,social sciences,"Gender, Security, and Conflict; Gender Politics and Representation; Global Security and Public Health",Gender Studies; Sociology and Political Science,Social Sciences,Social Sciences
https://doi.org/10.5061/dryad.7pr69,https://doi.org/10.1111/mec.12123,2013-01-01T00:00:00Z,datacite,University of Oxford,NA,Animal Behavior and Reproduction; Avian ecology and behavior; Animal Ecology and Behavior Studies,"Ecology, Evolution, Behavior and Systematics; Ecology",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
https://doi.org/10.6084/m9.figshare.14752234.v1,https://doi.org/10.1186/s13148-021-01110-9,2021-06-08T00:00:00Z,datacite,Fudan University,NA,Aortic Disease and Treatment Approaches; Epigenetics and DNA Methylation; RNA modifications and cancer,Pulmonary and Respiratory Medicine; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.20388428,https://doi.org/10.1186/s40246-022-00400-4,2022-07-27T00:00:00Z,datacite,Fudan University,NA,Prenatal Screening and Diagnostics; Parvovirus B19 Infection Studies; Renal and related cancers,"Pediatrics, Perinatology and Child Health; Infectious Diseases; Molecular Biology","Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE17708,https://doi.org/10.1111/cas.12336,2014-01-29T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Cancer Cells and Metastasis; Wnt/β-catenin signaling in development and cancer; Cancer-related gene regulation,Oncology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.14670323,https://doi.org/10.1186/s12967-021-02889-0,2021-05-24T00:00:00Z,datacite,Fudan University,NA,"Cancer, Hypoxia, and Metabolism; RNA modifications and cancer; Metabolism, Diabetes, and Cancer",Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.qnk98sfgj,https://doi.org/10.1073/pnas.2025227118,2021-10-11T00:00:00Z,datacite,University of Michigan,NA,Geology and Paleoclimatology Research; Plant Diversity and Evolution; Paleontology and Stratigraphy of Fossils,"Atmospheric Science; Ecology, Evolution, Behavior and Systematics; Paleontology",Earth and Planetary Sciences; Agricultural and Biological Sciences,Physical Sciences; Life Sciences
https://doi.org/10.5061/dryad.rfj6q57b0,https://doi.org/10.1098/rspb.2021.1045,2021-08-04T00:00:00Z,eupmc,University of Oxford,NA,Animal Behavior and Reproduction; Plant and animal studies; Genetic diversity and population structure,"Ecology, Evolution, Behavior and Systematics; Genetics","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5281/zenodo.4452975,https://doi.org/10.1038/s41573-023-00692-8,2023-05-12T00:00:00Z,datacite,University of Oxford,NA,SARS-CoV-2 and COVID-19 Research; vaccines and immunoinformatics approaches; COVID-19 Clinical Research Studies,Infectious Diseases; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5287/bodleian:1amymAzYZ,https://doi.org/10.1002/ange.202013066,2020-11-24T00:00:00Z,eupmc,University of Oxford,NA,Advanced Battery Materials and Technologies; Advancements in Battery Materials; Thermal Expansion and Ionic Conductivity,Electrical and Electronic Engineering; Materials Chemistry,Engineering; Materials Science,Physical Sciences
https://doi.org/10.5281/zenodo.3758060,https://doi.org/10.1016/j.cub.2020.05.007,2020-07-01T00:00:00Z,eupmc,University of Oxford,NA,Vibrio bacteria research studies; Bacillus and Francisella bacterial research,Endocrinology; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.14884084.v1,https://doi.org/10.1080/15384101.2021.1944512,2021-06-30T00:00:00Z,datacite,Fudan University,NA,Cancer-related molecular mechanisms research; MicroRNA in disease regulation; Circular RNAs in diseases,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.4232/1.4804,https://doi.org/10.1111/tsq.12111,2016-11-16T00:00:00Z,datacite,University of Michigan,NA,Elite Sociology and Global Capitalism; Labor Movements and Unions; Social Policy and Reform Studies,Sociology and Political Science; Public Administration; Political Science and International Relations,Social Sciences,Social Sciences
GSE118481,https://doi.org/10.3389/fendo.2022.981100,2022-09-16T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,Cancer-related molecular mechanisms research; Circular RNAs in diseases; Ferroptosis and cancer prognosis,Cancer Research; Molecular Biology; Pulmonary and Respiratory Medicine,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.5061/dryad.ghx3ffbn3,https://doi.org/10.1111/evo.14188,2021-02-24T00:00:00Z,datacite,University of Michigan,NA,Bat Biology and Ecology Studies; Evolution and Paleontology Studies; Genetic diversity and population structure,"Ecology, Evolution, Behavior and Systematics; Paleontology; Genetics","Agricultural and Biological Sciences; Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences; Physical Sciences
https://doi.org/10.5061/dryad.90317,https://doi.org/10.1371/journal.pone.0138496,2015-09-18T00:00:00Z,datacite,University of Oxford,NA,Evolutionary Game Theory and Cooperation; Language and cultural evolution; Opinion Dynamics and Social Influence,Sociology and Political Science; Cultural Studies; Statistical and Nonlinear Physics,Social Sciences; Physics and Astronomy,Social Sciences; Physical Sciences
https://doi.org/10.5061/dryad.rv15dv4bf,https://doi.org/10.1098/rspb.2022.1765,2022-12-21T00:00:00Z,eupmc,University of Michigan,NA,Evolution and Paleontology Studies; Marine Biology and Ecology Research; Mollusks and Parasites Studies,Paleontology; Oceanography; Insect Science,Earth and Planetary Sciences; Agricultural and Biological Sciences,Physical Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.17204664.v1,https://doi.org/10.1186/s13068-021-02086-7,2021-12-14T00:00:00Z,datacite,Fudan University,NA,Endoplasmic Reticulum Stress and Disease; Fungal and yeast genetics research; Microbial Inactivation Methods,Cell Biology; Molecular Biology; Biotechnology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.k0p2ngfjx,https://doi.org/10.22541/au.172348180.09028521/v1,2024-08-12T00:00:00Z,datacite,University of Oxford,NA,"Conservation, Biodiversity, and Resource Management; Ecology and Vegetation Dynamics Studies; Plant and animal studies","Global and Planetary Change; Nature and Landscape Conservation; Ecology, Evolution, Behavior and Systematics",Environmental Science; Agricultural and Biological Sciences,Physical Sciences; Life Sciences
https://doi.org/10.5061/dryad.41dh5,https://doi.org/10.7554/elife.34349,2018-05-29T00:00:00Z,eupmc,University of Oxford,NA,"Paleontology and Evolutionary Biology; Ichthyology and Marine Biology; Fish biology, ecology, and behavior",Paleontology; Nature and Landscape Conservation,Earth and Planetary Sciences; Environmental Science,Physical Sciences
https://doi.org/10.3886/icpsr04652,https://doi.org/10.1177/2329496517704875,2017-04-18T00:00:00Z,datacite,University of Michigan,NA,"Racial and Ethnic Identity Research; Social and Intergroup Psychology; Migration, Health and Trauma",Sociology and Political Science; Clinical Psychology,Social Sciences; Psychology,Social Sciences
GSM3417785,https://doi.org/10.3389/fncel.2020.535549,2020-10-07T00:00:00Z,czi,University of Oxford,basic medicine; biological sciences,Epigenetics and DNA Methylation; Immune cells in cancer; Neuroinflammation and Neurodegeneration Mechanisms,Molecular Biology; Immunology; Neurology,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience",Life Sciences
https://doi.org/10.7910/dvn/wda163,https://doi.org/10.1111/ajps.12001,2013-01-10T00:00:00Z,datacite,University of Oxford,social sciences,Electoral Systems and Political Participation; Social Capital and Networks; Political Influence and Corporate Strategies,Political Science and International Relations; Sociology and Political Science; Strategy and Management,"Social Sciences; Business, Management and Accounting",Social Sciences
GSE13355,https://doi.org/10.1186/1755-8794-7-27,2014-05-22T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Psoriasis: Treatment and Pathogenesis; Cytokine Signaling Pathways and Interactions; Retinoids in leukemia and cellular processes,Immunology; Oncology; Molecular Biology,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences
GSE3325,https://doi.org/10.21037/tau-21-108,2021-02-01T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Prostate Cancer Treatment and Research; Cell Adhesion Molecules Research; Cancer-related gene regulation,Pulmonary and Respiratory Medicine; Immunology and Allergy; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE19429,https://doi.org/10.1038/ncomms16114,2017-07-17T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,Hemoglobinopathies and Related Disorders; Acute Myeloid Leukemia Research; Epigenetics and DNA Methylation,Genetics; Hematology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.15112213.v2,https://doi.org/10.1080/21505594.2021.1959495,2021-08-05T00:00:00Z,datacite,Fudan University,NA,Trypanosoma species research and implications; Research on Leishmaniasis Studies; Parasites and Host Interactions,"Epidemiology; Public Health, Environmental and Occupational Health; Parasitology",Medicine; Immunology and Microbiology,Health Sciences; Life Sciences
https://doi.org/10.5281/zenodo.3757476,https://doi.org/10.1016/j.ymeth.2022.07.007,2022-09-01T00:00:00Z,datacite,Fudan University,NA,COVID-19 diagnosis using AI; Radiomics and Machine Learning in Medical Imaging; AI in cancer detection,"Radiology, Nuclear Medicine and Imaging; Artificial Intelligence",Medicine; Computer Science,Health Sciences; Physical Sciences
https://doi.org/10.5281/zenodo.4813348,https://doi.org/10.1210/clinem/dgab461,2021-06-22T00:00:00Z,eupmc,University of Oxford,NA,Ovarian function and disorders; Ovarian cancer diagnosis and treatment; Male Breast Health Studies,"Reproductive Medicine; Public Health, Environmental and Occupational Health",Medicine,Health Sciences
GSE22220,https://doi.org/10.18632/oncotarget.6125,2015-10-15T00:00:00Z,czi,University of Oxford,biological sciences; basic medicine,Chemokine receptors and signaling; Immunotherapy and Immune Responses; Immune cells in cancer,Oncology; Immunology,Medicine; Immunology and Microbiology,Health Sciences; Life Sciences
https://doi.org/10.7910/dvn/snsidh,https://doi.org/10.1038/s41586-023-06767-1,2023-11-29T00:00:00Z,datacite,University of Oxford,social sciences,Open Source Software Innovations; Innovation Diffusion and Forecasting; Complex Network Analysis Techniques,Computer Science Applications; Management Science and Operations Research; Statistical and Nonlinear Physics,Computer Science; Decision Sciences; Physics and Astronomy,Physical Sciences; Social Sciences
https://doi.org/10.5061/dryad.50jc4,https://doi.org/10.1111/evo.12384,2014-06-01T00:00:00Z,datacite,University of Oxford,NA,Wildlife Ecology and Conservation; Ecology and Vegetation Dynamics Studies; Animal Behavior and Reproduction,"Ecology; Nature and Landscape Conservation; Ecology, Evolution, Behavior and Systematics",Environmental Science; Agricultural and Biological Sciences,Physical Sciences; Life Sciences
https://doi.org/10.3886/icpsr39118,https://doi.org/10.1002/sim.8776,2020-10-27T00:00:00Z,datacite,University of Michigan,NA,"Statistical Methods in Clinical Trials; Advanced Causal Inference Techniques; Health Systems, Economic Evaluations, Quality of Life",Statistics and Probability; Economics and Econometrics,"Mathematics; Economics, Econometrics and Finance",Physical Sciences; Social Sciences
https://doi.org/10.15125/bath-01112,https://doi.org/10.1002/adma.202209282,2023-02-07T00:00:00Z,datacite,Fudan University,NA,Metamaterials and Metasurfaces Applications; Plasmonic and Surface Plasmon Research; Gold and Silver Nanoparticles Synthesis and Applications,"Electronic, Optical and Magnetic Materials; Biomedical Engineering",Materials Science; Engineering,Physical Sciences
https://doi.org/10.22033/esgf/cmip6.1622,https://doi.org/10.1007/s00704-024-04869-y,2024-02-16T00:00:00Z,datacite,University of Oxford,NA,Climate variability and models; Meteorological Phenomena and Simulations; Tropical and Extratropical Cyclones Research,Global and Planetary Change; Atmospheric Science,Environmental Science; Earth and Planetary Sciences,Physical Sciences
https://doi.org/10.6084/m9.figshare.19388459.v2,https://doi.org/10.1080/15548627.2022.2055285,2022-04-10T00:00:00Z,datacite,Fudan University,NA,Autophagy in Disease and Therapy; CRISPR and Genetic Engineering; Pluripotent Stem Cells Research,Epidemiology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.5061/dryad.np084,https://doi.org/10.1111/1365-2656.12483,2016-02-22T00:00:00Z,datacite,University of Oxford,NA,Animal Behavior and Reproduction; Avian ecology and behavior; Wildlife Ecology and Conservation,"Ecology, Evolution, Behavior and Systematics; Ecology",Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences
GSE6099,https://doi.org/10.18632/oncotarget.6114,2015-10-14T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Prostate Cancer Treatment and Research; Protease and Inhibitor Mechanisms; Connexins and lens biology,Pulmonary and Respiratory Medicine; Cancer Research; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.21666149,https://doi.org/10.1080/00206814.2022.2151048,2022-12-02T00:00:00Z,datacite,Fudan University,NA,Geological and Geochemical Analysis; High-pressure geophysics and materials; earthquake and tectonic studies,Geophysics,Earth and Planetary Sciences,Physical Sciences
GSE76701,https://doi.org/10.3389/fcvm.2022.972274,2022-08-23T00:00:00Z,czi,University of Michigan,basic medicine; biological sciences,Cardiac Fibrosis and Remodeling; Viral Infections and Immunology Research; Signaling Pathways in Disease,Cardiology and Cardiovascular Medicine; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.22551562,https://doi.org/10.1080/01490451.2023.2192216,2023-04-04T00:00:00Z,datacite,Fudan University,NA,CO2 Sequestration and Geologic Interactions; Algal biology and biofuel production; Paleontology and Stratigraphy of Fossils,"Environmental Engineering; Renewable Energy, Sustainability and the Environment; Paleontology",Environmental Science; Energy; Earth and Planetary Sciences,Physical Sciences
GSE5350,https://doi.org/10.1186/s12864-017-3827-y,2017-06-05T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,Molecular Biology Techniques and Applications; RNA modifications and cancer; Genomics and Phylogenetic Studies,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.16557627,https://doi.org/10.1080/15384101.2021.1970305,2021-09-01T00:00:00Z,datacite,Fudan University,NA,Ocular Oncology and Treatments; Ubiquitin and proteasome pathways; Cancer-related Molecular Pathways,Ophthalmology; Molecular Biology; Oncology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.6084/m9.figshare.22601057.v1,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,Fudan University,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.22601057.v1,https://doi.org/10.1186/s13059-022-02837-1,2022-12-27T00:00:00Z,datacite,University of Michigan,NA,Genetic Associations and Epidemiology; Metabolomics and Mass Spectrometry Studies; Genetic and phenotypic traits in livestock,Genetics; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.6084/m9.figshare.20476059.v2,https://doi.org/10.1080/10495398.2022.2109042,2022-08-11T00:00:00Z,datacite,Fudan University,NA,Circular RNAs in diseases; MicroRNA in disease regulation; Cancer-related molecular mechanisms research,Molecular Biology; Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5281/zenodo.5217752,https://doi.org/10.1364/oe.441063,2022-01-18T00:00:00Z,eupmc,University of Oxford,NA,Color Science and Applications; Visual perception and processing mechanisms; Color perception and design,"Atomic and Molecular Physics, and Optics; Cognitive Neuroscience; Social Psychology",Physics and Astronomy; Neuroscience; Psychology,Physical Sciences; Life Sciences; Social Sciences
GSE49710,https://doi.org/10.1038/s41419-022-04635-w,2022-02-24T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,"Neuroblastoma Research and Treatments; Cancer, Hypoxia, and Metabolism; Lung Cancer Research Studies",Neurology; Cancer Research; Oncology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
https://doi.org/10.1007/s11135-024-01953-3,https://doi.org/10.14281/18241.13,2024-08-28T00:00:00Z,datacite,University of Michigan,political science; sociology,NA,NA,NA,NA
GSM5964733,https://doi.org/10.2147/DDDT.S384884,2022-10-01T00:00:00Z,czi,Fudan University,biological sciences; basic medicine,"Liver Disease Diagnosis and Treatment; Metabolism, Diabetes, and Cancer; Peroxisome Proliferator-Activated Receptors",Epidemiology; Molecular Biology,"Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences
GSE3325,https://doi.org/10.3390/microarrays4040503,2015-10-29T00:00:00Z,czi,University of Michigan,biological sciences; basic medicine,Cancer-related molecular mechanisms research; Bone health and treatments; Cholangiocarcinoma and Gallbladder Cancer Studies,Cancer Research; Oncology; Surgery,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences
https://doi.org/10.6084/m9.figshare.19783498.v5,https://doi.org/10.1038/s41597-022-01681-z,2022-09-24T00:00:00Z,eupmc,Fudan University,NA,Cancer Genomics and Diagnostics; Gene expression and cancer classification; Bioinformatics and Genomic Networks,Cancer Research; Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.3886/icpsr31142,https://doi.org/10.1177/10901981211011047,2021-06-01T00:00:00Z,datacite,University of Michigan,NA,Food Security and Health in Diverse Populations; Healthcare Policy and Management; Racial and Ethnic Identity Research,General Health Professions; Economics and Econometrics; Sociology and Political Science,"Health Professions; Economics, Econometrics and Finance; Social Sciences",Health Sciences; Social Sciences
https://doi.org/10.3886/icpsr31142,https://doi.org/10.1177/10901981211011047,2021-06-01T00:00:00Z,datacite,University of Michigan,NA,Food Security and Health in Diverse Populations; Healthcare Policy and Management; Racial and Ethnic Identity Research,General Health Professions; Economics and Econometrics; Sociology and Political Science,"Health Professions; Economics, Econometrics and Finance; Social Sciences",Health Sciences; Social Sciences
https://doi.org/10.3886/icpsr31142,https://doi.org/10.1177/10901981211011047,2021-06-01T00:00:00Z,datacite,University of Michigan,NA,Food Security and Health in Diverse Populations; Healthcare Policy and Management; Racial and Ethnic Identity Research,General Health Professions; Economics and Econometrics; Sociology and Political Science,"Health Professions; Economics, Econometrics and Finance; Social Sciences",Health Sciences; Social Sciences
https://doi.org/10.7910/dvn/vphmnt,https://doi.org/10.1093/qje/qjx028,2018-02-01T00:00:00Z,datacite,University of Michigan,social sciences,"Names, Identity, and Discrimination Research; LGBTQ Health, Identity, and Policy; Social and Intergroup Psychology",Sociology and Political Science; Social Psychology,Social Sciences; Psychology,Social Sciences
https://doi.org/10.5061/dryad.m57sd,https://doi.org/10.7554/elife.09000,2015-12-14T00:00:00Z,eupmc,University of Oxford,NA,Neural dynamics and brain function; Visual perception and processing mechanisms; EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences
https://doi.org/10.7910/dvn/8epwqf,https://doi.org/10.1162/rest_a_00697,2018-05-01T00:00:00Z,datacite,University of Oxford,social sciences,"Psychological Well-being and Life Satisfaction; Economic theories and models; Income, Poverty, and Inequality",Social Psychology; Economics and Econometrics; Sociology and Political Science,"Psychology; Economics, Econometrics and Finance; Social Sciences",Social Sciences
https://doi.org/10.3886/e166741v1,https://doi.org/10.1017/s0022050722000146,2022-06-07T00:00:00Z,datacite,University of Michigan,NA,Historical Economic and Social Studies; American History and Culture; Fashion and Cultural Textiles,Economics and Econometrics; Marketing; Museology,"Economics, Econometrics and Finance; Business, Management and Accounting; Arts and Humanities",Social Sciences
GSE47939,https://doi.org/10.3389/fcell.2021.631057,2021-03-01T00:00:00Z,czi,Fudan University,basic medicine; biological sciences,Cleft Lip and Palate Research; Craniofacial Disorders and Treatments; Cancer-related molecular mechanisms research,Genetics; Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://doi.org/10.5061/dryad.1n50q,https://doi.org/10.1371/journal.pone.0133189,2015-07-27T00:00:00Z,datacite,Fudan University,NA,Glaucoma and retinal disorders; Corneal surgery and disorders; Retinal Diseases and Treatments,"Ophthalmology; Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
